Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
224,Mads Hermansen,dk DEN,GK,Leicester City,24-248,2000,21,21,"1,845",20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
225,Son Heung-min,kr KOR,FW,Tottenham,32-251,1992,25,21,"1,813",20.1,7,9,16,6,1,2,1,0,6.5,4.9,8,12.8,78,90,227,0.35,0.45,0.79,0.3,0.74,0.32,0.39,0.72,0.24,0.64,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
226,James Hill,eng ENG,DF,Bournemouth,23-065,2002,9,6,424,4.7,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,2,13,8,0,0.21,0.21,0,0.21,0.06,0.05,0.11,0.06,0.11,Matches
227,Jack Hinshelwood,eng ENG,"DF,MF",Brighton,19-339,2005,17,15,"1,255",13.9,2,0,2,2,0,0,3,0,1.4,1.4,0.8,2.1,13,45,34,0.14,0,0.14,0.14,0.14,0.1,0.05,0.15,0.1,0.15,Matches
228,George Hirst,eng ENG,FW,Ipswich Town,26-029,1999,17,1,271,3,2,1,3,2,0,0,1,0,1.1,1.1,0.3,1.3,5,9,20,0.66,0.33,1,0.66,1,0.36,0.09,0.44,0.36,0.44,Matches
229,Mason Holgate,eng ENG,"FW,DF",Everton,28-145,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-129,2000,25,22,"1,894",21,5,2,7,5,0,0,2,0,2.2,2.2,2.4,4.5,107,59,170,0.24,0.1,0.33,0.24,0.33,0.1,0.11,0.21,0.1,0.21,Matches
231,Will Hughes,eng ENG,MF,Crystal Palace,29-333,1995,24,19,"1,641",18.2,0,3,3,0,0,0,10,0,0.9,0.9,2.5,3.4,18,79,24,0,0.16,0.16,0,0.16,0.05,0.14,0.19,0.05,0.19,Matches
232,Dean Huijsen,es ESP,DF,Bournemouth,19-336,2005,23,18,"1,694",18.8,2,0,2,2,0,0,6,0,1.6,1.6,1.1,2.8,26,79,4,0.11,0,0.11,0.11,0.11,0.09,0.06,0.15,0.09,0.15,Matches
233,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-137,2003,27,26,"2,223",24.7,3,2,5,3,0,0,5,0,2.3,2.3,2.5,4.8,71,69,131,0.12,0.08,0.2,0.12,0.2,0.09,0.1,0.19,0.09,0.19,Matches
234,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-040,2003,23,16,"1,350",15,2,0,2,2,0,0,2,0,2.7,2.7,1.1,3.9,20,14,67,0.13,0,0.13,0.13,0.13,0.18,0.08,0.26,0.18,0.26,Matches
235,Igor,br BRA,DF,Brighton,27-037,1998,12,9,903,10,0,0,0,0,0,0,4,0,0,0,0.2,0.2,9,44,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
236,Danny Ings,eng ENG,"FW,MF",West Ham,32-236,1992,15,1,284,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches
237,Tim Iroegbunam,eng ENG,MF,Everton,21-259,2003,13,4,477,5.3,0,1,1,0,0,0,3,0,0.2,0.2,0.2,0.4,7,13,9,0,0.19,0.19,0,0.19,0.04,0.04,0.08,0.04,0.08,Matches
238,Andy Irving,sct SCO,MF,West Ham,24-307,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches
239,Alexander Isak,se SWE,FW,Newcastle Utd,25-176,1999,25,25,"2,052",22.8,19,5,24,17,2,2,1,0,15.6,14,3.8,17.7,64,61,164,0.83,0.22,1.05,0.75,0.96,0.68,0.17,0.85,0.61,0.78,Matches
240,Alex Iwobi,ng NGA,"FW,MF",Fulham,28-317,1996,28,27,"2,296",25.5,7,4,11,7,0,0,1,0,3.8,3.8,5.7,9.4,110,166,191,0.27,0.16,0.43,0.27,0.43,0.15,0.22,0.37,0.15,0.37,Matches
241,Nicolas Jackson,sn SEN,FW,Chelsea,23-269,2001,23,22,"1,736",19.3,9,5,14,9,0,0,5,0,11.4,11.4,4,15.4,41,27,94,0.47,0.26,0.73,0.47,0.73,0.59,0.21,0.8,0.59,0.8,Matches
242,Reece James,eng ENG,"DF,MF",Chelsea,25-098,1999,10,7,600,6.7,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.4,5,37,5,0.15,0,0.15,0.15,0.15,0.02,0.04,0.07,0.02,0.07,Matches
243,Vitaly Janelt,de GER,MF,Brentford,26-310,1998,28,25,"2,099",23.3,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3,17,73,36,0.04,0.13,0.17,0.04,0.17,0.04,0.09,0.13,0.04,0.13,Matches
244,Vitezslav Jaros,cz CZE,GK,Liverpool,23-236,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Daniel Jebbison,eng ENG,FW,Bournemouth,21-215,2003,9,0,70,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,3,8,0,0,0,0,0,0.27,0.25,0.52,0.27,0.52,Matches
246,Mathias Jensen,dk DEN,MF,Brentford,29-074,1996,16,8,736,8.2,0,1,1,0,0,0,1,0,0.2,0.2,1.5,1.7,6,52,25,0,0.12,0.12,0,0.12,0.03,0.18,0.21,0.03,0.21,Matches
247,Gabriel Jesus,br BRA,FW,Arsenal,27-347,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3,3,0.7,3.7,15,19,57,0.44,0,0.44,0.44,0.44,0.44,0.1,0.54,0.44,0.54,Matches
248,Raúl Jiménez,mx MEX,FW,Fulham,33-315,1991,28,22,"1,774",19.7,10,3,13,7,3,3,3,0,10.3,7.9,2.7,10.6,28,42,98,0.51,0.15,0.66,0.36,0.51,0.52,0.14,0.66,0.4,0.54,Matches
249,Kim Jisoo,kr KOR,DF,Brentford,20-082,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
250,João Pedro,br BRA,"FW,MF",Brighton,23-171,2001,23,20,"1,699",18.9,8,6,14,5,3,3,4,0,7.1,4.7,4.3,9,60,65,110,0.42,0.32,0.74,0.26,0.58,0.37,0.23,0.6,0.25,0.47,Matches
